inspection_id,license_,violation_count,Management,Hygienic_Practices,Food_Preparation,Pests_Rodents,Utensils_Equipment,Physical_Facilities,Compliance,inspection_type,risk,results,aka_name,latitude,longitude,logistic_model_prediction,random_forest_prediction,binary_result
2288951,1305825,13,3,1,3,0,1,3,0,Canvass,Risk 1 (High),Fail,D'AGOSTINO'S II,41.89558431,-87.65538895,1,0,0
2288973,1926527,5,1,1,0,0,1,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,THE GROVE/ SMOOTHIE KING  (T1  B6),42.0085364,-87.91442844,1,1,1
2288935,2517585,9,2,2,0,0,2,3,0,Complaint,Risk 1 (High),Pass w/ Conditions,MEZQUITE EXPRESS # 2,41.79875026,-87.72346641,1,1,1
2288955,1595947,9,1,1,1,0,3,2,1,Canvass,Risk 1 (High),Fail,DRAGON GATE,42.00073293,-87.67166629,0,0,0
2288930,1492585,9,3,0,1,1,0,3,0,Canvass,Risk 1 (High),Fail,LARK,41.94487707,-87.64926679,1,0,0
2288903,1648748,4,0,1,0,1,1,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,7-ELEVEN,41.95042713,-87.68821584,1,1,1
2288989,2569631,6,1,2,1,0,1,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,"COLES SLF, LLC",41.76059696,-87.56122358,1,1,1
2288957,1797882,6,2,1,1,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,MARINERO BAR AND GRILL,41.95406813,-87.70147783,1,1,1
2288911,2653012,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,SPICY MEXICAN GRILL,41.9531257,-87.67787379,1,1,1
2288945,2405945,1,0,1,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass w/ Conditions,WENDY'S,41.9686192,-87.68113125,1,1,1
2288965,2559657,7,3,1,1,0,2,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,ALOHA WAGON,41.86501289,-87.68584883,1,1,1
2288949,2517632,15,4,3,2,1,2,3,0,Canvass,Risk 2 (Medium),Fail,HAROLDS CHICKEN,41.72087804,-87.67871272,0,0,0
2288921,2215858,5,0,0,0,1,1,2,1,License,Risk 1 (High),Fail,FIRST START CHILDCARE ACADEMY,41.79029497,-87.664635,0,0,0
2288913,2641766,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,7-ELEVEN,41.95042713,-87.68821584,0,0,3
2288914,1909992,5,2,1,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,"CHELIS COCINA ECONOMICA, INC.",41.85191626,-87.70223603,1,1,1
2288963,15531,7,1,1,1,0,1,2,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,JAMBA JUICE (T1/B7),42.0085364,-87.91442844,1,1,1
2288985,2563517,4,3,0,0,0,0,0,1,Complaint,Risk 1 (High),Pass w/ Conditions,BRASS HEART,41.9669567,-87.65863147,1,1,1
2288858,2664885,9,3,2,1,1,0,2,0,License,Risk 1 (High),Fail,D'S PIZZERIA & RESTAURANT,41.77971869,-87.65444286,0,0,0
2288874,1942358,8,2,1,0,0,0,4,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,SHARKS FISH TONY STEAK,41.69224437,-87.64262038,1,1,1
2288892,2536551,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass,CLOCK TOWER CAFE,41.94886557,-87.64303425,1,1,1
2288849,2665316,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,11 DINING,41.9810632,-87.84567442,0,0,3
2288850,1716434,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,LA AZTECA PALETERIA,41.85193447,-87.70113232,1,1,1
2288894,2374386,8,1,1,0,0,3,3,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,WHALE FISH & CHICKEN,41.89557001,-87.71637707,1,1,1
2288831,2215823,3,1,0,0,0,0,1,1,License Re-Inspection,Risk 1 (High),Fail,ALLISON'S INFANT & TODDLER CENTER,41.68549638,-87.61665735,1,0,0
2288856,2584068,15,4,3,2,0,2,3,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,BANI'S BEETS,41.70638028,-87.66848086,1,1,1
2288837,2428105,9,1,3,0,0,2,3,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,MCDONALD'S,41.72107314,-87.66489837,1,1,1
2288834,2665069,4,1,2,0,0,0,1,0,License,Risk 1 (High),Fail,KLEIN'S BAKERY  & CAFE II,41.93300099,-87.64033769,1,0,0
2288863,1495623,1,0,0,0,0,1,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,EL POLLO CRIS CRIS,41.84443293,-87.70281289,1,1,1
2288873,2658802,4,2,1,1,0,0,0,0,License,Risk 2 (Medium),Pass w/ Conditions,TACO MARIO'S,41.85045102,-87.65879786,1,0,1
2288857,2663532,2,1,1,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,CLUB NUTRICION LIA,41.84444354,-87.71821191,1,1,1
2288876,2565135,1,0,0,0,1,0,0,0,Complaint Re-Inspection,Risk 2 (Medium),Fail,D ARCO'S PIZZA,41.77899474,-87.69421036,1,0,0
2288840,1593077,4,0,1,0,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,HANNAH'S BRETZEL LLC,41.88331789,-87.63329669,1,1,1
2288853,1869112,5,2,1,0,0,1,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,JOHN'S PLACE,41.94328079,-87.68215298,1,1,1
2288880,2308160,11,3,1,0,0,2,4,0,Complaint Re-Inspection,Risk 1 (High),Pass w/ Conditions,BIG & LITTLE'S RESTAURANT,41.93999962,-87.65546973,1,1,1
2288833,2284509,6,1,1,2,0,0,2,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,JOSI'S FROZEN YOGURT CAFE,41.9539621,-87.74845316,1,1,1
2288867,1969419,9,1,0,1,1,1,3,1,Complaint,Risk 1 (High),Fail,THE BOILER ROOM,41.92202353,-87.69747725,0,0,0
2288887,2550727,7,2,1,1,0,3,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,DONA MARIA,42.00678208,-87.6735975,1,1,1
2288844,46241,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,U STAR KARAOKE  RESTAURANT & BAR,41.99539959,-87.69971134,0,0,3
2288877,2334077,9,3,1,1,0,2,1,0,Canvass,Risk 1 (High),Fail,CHINO LATINO KITCHEN,41.94328755,-87.68161181,1,1,0
2288864,2630904,4,0,1,1,0,0,1,0,Complaint,Risk 3 (Low),Pass w/ Conditions,HOMAN FOOD AND DELI,41.89539807,-87.7112948,1,1,1
2288869,2549925,12,3,3,0,0,1,5,0,Canvass,Risk 1 (High),Fail,THE LITE,41.79533443,-87.58427242,1,0,0
2288846,2304758,4,1,1,0,0,1,1,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,JOHN'S LIVE POULTRY,41.92372039,-87.77549546,1,1,1
2288836,2501598,1,0,0,0,0,1,0,0,Canvass,Risk 1 (High),Pass,LA CHAPARRITA,41.84628775,-87.70156192,1,1,1
2288842,2386130,6,3,1,1,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,SOCIALE,41.8721644,-87.63075578,1,1,1
2288884,1545541,5,1,1,0,0,2,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHINA SNACK,41.85170859,-87.70151949,1,1,1
2288860,1887392,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Out of Business,TABAQ RESTAURANT,41.90478289,-87.64076765,0,0,3
2288852,2189458,10,3,3,0,0,1,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,CURRENT/ BANQUETS/ EMPLOYEES CAFE,41.89387135,-87.61527478,1,1,1
2288868,2664725,15,3,1,4,0,4,1,0,License,Risk 1 (High),Pass w/ Conditions,TABAQ RESTAURANT,41.90478289,-87.64076765,0,1,1
2288855,1335179,4,3,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,A'S RESTAURANT &  PANCAKE HOUSE,41.95302778,-87.78643959,1,1,1
2288883,1096007,8,2,2,2,0,1,1,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,"LET'S GET POPPIN, INC.",41.67919891,-87.6809084,1,1,1
2288885,2575384,4,0,2,0,0,0,2,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,MCDONALD'S,41.68624927,-87.64204217,1,1,1
2288890,2055272,3,0,0,0,0,0,3,0,Canvass Re-Inspection,Risk 1 (High),Pass,CLOCK TOWER CAFE,41.94886557,-87.64303425,1,1,1
2288835,2220002,1,0,1,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,"THE GRAND CHILD CARE CENTER, INC.",41.92032561,-87.77494741,1,1,1
2288875,2658758,2,1,1,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,CYNTHIA'S GUMBO EXPRESS,41.85045102,-87.65879786,1,1,1
2288839,6541,3,0,0,0,0,1,2,0,Canvass Re-Inspection,Risk 1 (High),Pass,LEVINSONS BAKERY,41.99762998,-87.70193428,1,1,1
2288843,2470338,2,1,0,0,0,0,1,0,Canvass,Risk 1 (High),Pass,CAFE LOGAN,41.78579096,-87.60374469,1,1,1
2288845,1577802,20,2,3,1,0,3,6,0,Canvass,Risk 1 (High),Pass w/ Conditions,DON CHEMA,41.92381304,-87.69724202,1,1,1
2288854,2284138,3,0,0,1,0,1,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,WEST LOOP MART,41.88568795,-87.65246445,1,1,1
2288881,2564800,20,1,3,1,0,7,4,0,Short Form Complaint,Risk 1 (High),Pass w/ Conditions,BIG STAR II,41.94816863,-87.65746305,1,1,1
2288847,2664694,1,1,0,0,0,0,0,0,License,Risk 1 (High),Pass,TRIO,41.89783923,-87.63736478,1,1,1
2288889,1546681,9,3,1,1,0,2,2,0,Short Form Complaint,Risk 1 (High),Pass w/ Conditions,KIKUYA RESTAURANT,41.79507542,-87.58752074,1,1,1
2288861,2608532,9,2,2,1,1,2,1,0,Canvass,Risk 2 (Medium),Fail,OHANA ICE & TREATS,41.70672355,-87.66718271,0,0,0
2288870,2664873,4,2,0,1,0,0,1,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,HALAL FRIED CHICKEN AND SEAFOOD,41.99855092,-87.69005396,1,1,1
2288866,2482982,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Pass,POTBELLY SANDWICH WORKS,41.85045102,-87.65879786,1,1,1
2288871,2360064,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,TANOSHI,41.98309881,-87.66852394,0,0,3
2288848,2665321,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass,GORILLA SUSHI,41.90417615,-87.66798429,1,1,1
2288832,2008948,12,3,2,1,0,1,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,Michael's On Main Cafe,41.9810632,-87.84567442,1,1,1
2288851,2205299,2,0,0,1,0,0,1,0,Canvass,Risk 1 (High),Pass,HARTGROVE HOSPITAL,41.86565489,-87.76805078,1,1,1
2288888,2663419,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass,KING CATERING,41.88743405,-87.68184949,1,1,1
2288838,1800225,3,2,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,SUBWAY,41.93919447,-87.71141626,1,1,1
2288841,2500662,1,0,0,1,0,0,0,0,License,Risk 3 (Low),Pass,TAMALES EMMA LA CHAPARRITA,41.84628775,-87.70156192,1,1,1
2288878,1332365,14,3,1,2,1,3,2,1,Canvass,Risk 1 (High),Fail,TACO & BURRITO HOUSE,41.9249182,-87.76617144,0,0,0
2288784,2298369,15,2,2,2,1,3,4,0,Canvass,Risk 1 (High),Fail,MORETTI'S,42.00273166,-87.81768655,0,0,0
2288766,1765705,3,1,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,PING PONG,41.94262316,-87.64462536,1,1,1
2288786,2488869,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,SUSHI BURRITO,41.90417615,-87.66798429,0,0,3
2288812,7025,8,3,2,1,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,CLUB LAGO,41.89544526,-87.63707141,1,1,1
2288770,2646295,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,HOMEWOOD SUITES,41.86918149,-87.62572552,1,1,1
2288799,1647307,8,1,1,0,0,3,3,0,Complaint,Risk 1 (High),Pass,"ZACATACOS, II. INC",41.76399366,-87.72208036,1,1,1
2288796,2658842,6,1,2,1,1,1,0,0,License,Risk 3 (Low),Fail,CHICAGO HELICOPTER EXPERIENCE,41.84861331,-87.6466433,0,0,0
2288774,2665321,2,1,0,0,0,0,1,0,License,Risk 1 (High),Fail,GORILLA SUSHI,41.90417615,-87.66798429,1,1,0
2288822,2141717,8,1,0,2,0,3,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,O'VIE BAR & GRILL,41.88387174,-87.63994016,1,1,1
2288765,2602219,5,3,1,0,0,0,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,7-ELEVEN,41.88185674,-87.63189616,1,1,1
2288828,2609679,0,0,0,0,0,0,0,0,License,Risk 1 (High),Fail,SAN SOO KOREAN BBQ,41.88915335,-87.64427854,1,1,0
2288804,2405950,8,1,2,0,1,0,4,0,Complaint,Risk 1 (High),Pass w/ Conditions,WENDY'S,41.90322156,-87.66848596,0,0,1
2288810,2647233,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,HIGHWAY HOUSE,41.98407276,-87.78408197,0,0,3
2288805,2600677,3,0,0,0,0,1,2,0,Complaint,Risk 2 (Medium),Pass,MC DONALDS,41.89483366,-87.75530106,1,1,1
2288773,2646817,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,HOMEWOOD SUITES,41.86918149,-87.62572552,1,1,1
2288815,21793,7,2,1,0,1,2,1,0,Canvass,Risk 1 (High),Fail,OLD COUNTRY BUFFET,41.9237502,-87.78988086,1,1,0
2288758,2017995,3,0,1,0,1,0,0,1,Canvass Re-Inspection,Risk 1 (High),Fail,Subway Sandwiches,41.87805084,-87.64765376,0,0,0
2288790,2207509,4,0,1,0,1,1,1,0,Canvass,Risk 1 (High),Fail,VICTORY CENTER OF GALEWOOD,41.923277,-87.79721089,1,0,0
2288795,2078906,6,3,1,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,BEEZEE,41.87635127,-87.6261892,1,1,1
2288789,2313695,15,2,0,1,3,4,5,0,Complaint,Risk 1 (High),Fail,JIMMY BUFFET'S MARGARITAVILLE BAR & GRILL,41.89224916,-87.60951805,0,0,0
2288783,2646290,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Not Ready,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,0,0,3
2288764,2220948,2,1,1,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,THE FAT SHALLOT,41.85045102,-87.65879786,1,1,1
2288826,2659083,4,0,1,0,1,1,1,0,License,Risk 3 (Low),Pass w/ Conditions,MAX FOOD,41.72211755,-87.6252059,0,1,1
2288814,1981906,4,1,1,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,NEW HORIZON CENTER,41.95941471,-87.7953975,1,1,1
2288813,2483482,5,2,1,1,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,NORTHERN TASTE,41.8322784,-87.6459933,1,1,1
2288787,2595463,1,0,1,0,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,PROMISELAND LEARNING CENTER,41.9601741,-87.78196579,1,1,1
2288768,2418463,2,0,0,0,0,1,1,0,Canvass,Risk 1 (High),Pass,BRITISH INTERNATIONAL SCHOOL,41.90757225,-87.64889828,1,1,1
2288788,2653026,2,1,1,0,0,0,0,0,License,Risk 2 (Medium),Pass w/ Conditions,7-ELEVEN #38183B,41.88185674,-87.63189616,1,1,1
2288893,2506408,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,EN HAKKORE,41.91500001,-87.67770693,0,0,3
2288780,6476,10,3,0,0,0,3,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,HUCK FINN,41.77165015,-87.72272965,1,1,1
2288763,2293477,8,2,0,0,0,1,5,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,FIREWATER SALOON,42.00241224,-87.81634604,1,1,1
2288791,1192909,1,0,0,0,0,0,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,JEWEL FOOD STORE #3501,41.94318737,-87.68830202,1,1,1
2288808,2578098,2,0,1,1,0,0,0,0,Complaint,Risk 3 (Low),Pass w/ Conditions,THE SPICE HOUSE,41.90958318,-87.63480758,1,1,1
2288825,2549349,7,2,0,2,1,0,1,0,Complaint,Risk 1 (High),Fail,PUNCH BOWL SOCIAL,41.88719206,-87.64882807,0,0,0
2288820,2069431,9,0,3,0,0,1,3,2,Complaint,Risk 1 (High),Pass w/ Conditions,Popeyes Chicken And Biscuits,41.96950931,-87.76233991,0,1,1
2288811,2078887,4,1,1,0,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHI SOX BAR & GRILL,41.83100809,-87.63493249,1,1,1
2288767,2646294,2,0,2,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass,HOMEWOOD SUITES,41.86918149,-87.62572552,1,1,1
2288829,1798938,7,1,1,0,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,VIA CARDUCCI LA SORELLA,41.90332173,-87.67598197,1,1,1
2288800,34305,22,2,5,2,2,4,1,0,Canvass,Risk 1 (High),Fail,LE BOUCHON,41.91764756,-87.6777646,0,0,0
2288785,2665071,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass,PUBLIC CLOSEOUT #3,41.89487825,-87.74782979,1,1,1
2288781,2550635,9,4,1,0,0,2,0,1,Canvass,Risk 1 (High),Fail,FRENTE AL SOL,41.80922222,-87.70416556,1,0,0
2288803,2303679,7,3,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,WAKAMONO,41.94231341,-87.64432246,1,1,1
2288816,2664873,5,2,0,2,0,0,1,0,License,Risk 1 (High),Fail,HALAL FRIED CHICKEN AND SEAFOOD,41.99855092,-87.69005396,1,0,0
2288782,2646289,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Not Ready,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,0,0,3
2288772,1717312,9,0,1,0,0,7,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,TAMALES LO MEJOR DE GUERRERO,42.00975822,-87.67428823,1,1,1
2288760,22621,1,0,1,0,0,0,0,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,Carver Primary/WHEATLEY/CARVER C.P.C.,41.65367428,-87.59952683,1,1,1
2288801,26855,13,2,3,2,0,1,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,NOOKIES ON WELLS,41.91421884,-87.63495182,1,1,1
2288809,2647232,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,HIGHWAY HOUSE,41.98407276,-87.78408197,0,0,3
2288794,2653029,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Pass w/ Conditions,7-ELEVEN #38183B,41.88185674,-87.63189616,1,1,1
2288824,2584063,15,4,2,2,1,2,2,1,Canvass,Risk 1 (High),Fail,SAN SOO KOREAN BBQ,41.88915335,-87.64427854,0,0,0
2288761,2423005,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,PROMISELAND LEARNING CENTER,41.96017312,-87.78204426,0,0,3
2288756,1495393,0,0,0,0,0,0,0,0,Canvass,Risk 3 (Low),No Entry,JIMMY MACK'S,41.98256422,-87.78137789,0,0,3
2288818,27874,10,2,1,4,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,CORCORAN'S GRILL & PUB,41.911619,-87.63457796,1,1,1
2288802,1351984,20,2,2,2,2,4,5,0,Canvass,Risk 1 (High),Fail,HIGHWAY HOUSE,41.98413691,-87.78419746,0,0,0
2288793,2641667,1,1,0,0,0,0,0,0,License,Risk 2 (Medium),Pass w/ Conditions,REAL TASTE OF CHICAGO,41.88743405,-87.68184949,1,1,1
2288778,2646288,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,0,0,3
2288797,1884298,7,2,1,0,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,BOTTOM LOUNGE,41.88531974,-87.66166658,1,1,1
2288806,1765976,15,3,2,1,0,4,4,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,HAMBURGER MARY'S CHICAGO,41.97988428,-87.66842948,1,1,1
2288775,2373569,4,1,1,0,0,0,2,0,License Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,THE FAT SHALLOT,41.85045102,-87.65879786,1,1,1
2288821,2476563,0,0,0,0,0,0,0,0,Complaint,Risk 1 (High),Pass,CHIPOTLE,41.75487185,-87.74139243,1,1,1
2288769,2646629,1,0,1,0,0,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,FAMILY DOLLAR,41.7028051,-87.52749847,1,1,1
2288823,2390992,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,JIMMY JOHNS,41.90988979,-87.67647758,0,0,3
2288776,46777,17,3,2,1,0,4,6,0,Canvass,Risk 1 (High),Pass w/ Conditions,TOAST,41.91911528,-87.67781605,1,1,1
2288817,2542414,11,5,1,2,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,CARSON'S FAMOUS BBQ  PRIMESTEAKS,41.89098523,-87.6152952,1,1,1
2288830,2042890,6,0,1,0,0,2,3,0,Canvass,Risk 2 (Medium),Pass,HOOKS FISH & CHICKEN,41.86626841,-87.72611133,1,1,1
2288798,2103820,2,1,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,AFC SUSHI @ JEWEL-OSCO #3501,41.94318737,-87.68830202,1,1,1
2288762,0,1,0,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,MIDWEST BUDDHIST TEMPLE,41.9145654,-87.64011355,1,1,1
2288757,2579251,4,3,1,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,ROSA TAMALES #4,41.80939851,-87.70387896,1,1,1
2288792,2492117,1,0,1,0,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,JOYFUL STEPS LEARNING CENTER LLC,41.67791944,-87.62239389,1,1,1
2288819,2333476,1,0,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,"POTBELLY SANDWICH WORKS, LLC",41.94783455,-87.68843771,1,1,1
2288755,2032949,6,2,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,PARK PLAZA,42.00599079,-87.70472572,1,1,1
2288771,1948557,0,0,0,0,0,0,0,0,Canvass,Risk 2 (Medium),Out of Business,MORE FOR LESS,41.89487825,-87.74782979,0,0,3
2288807,2134050,15,2,2,1,1,6,3,0,Canvass,Risk 1 (High),Fail,LA AZTECA PRODUCE,42.01096295,-87.67421466,0,0,0
2288759,2079591,6,2,1,0,1,1,1,0,Canvass,Risk 2 (Medium),Fail,PANADERIA EL ACAMBARO,41.85785374,-87.66963565,1,0,0
2288827,2506408,13,4,1,1,0,0,6,0,Canvass,Risk 1 (High),Fail,EN HAKKORE,41.91500001,-87.67770693,1,1,0
2288737,1893555,5,1,2,0,0,0,2,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,LIFEWAY KEFIR SHOP,41.90316856,-87.67164495,1,1,1
2288673,1358623,9,5,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,MERKLE'S BAR & GRILL,41.9459919,-87.65571319,1,1,1
2288745,2451675,9,3,0,1,0,2,1,1,Canvass,Risk 1 (High),Fail,JR'S JAMAICAN TROPICAL CAFE,41.74815354,-87.66352655,0,0,0
2288676,2368572,5,2,1,1,0,1,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,MARIANO CAFE,41.9168114,-87.74723169,1,1,1
2288725,2658221,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,"ALLEY COFFEE,LLC",41.86953213,-87.65634542,0,0,3
2288729,2326495,6,2,1,0,0,1,2,0,Short Form Complaint,Risk 1 (High),Pass w/ Conditions,LI HING,41.93862335,-87.7711426,1,1,1
2288738,1479396,5,1,0,1,0,2,1,0,Canvass,Risk 1 (High),Pass,THE KERRYMAN,41.89414548,-87.6310425,1,1,1
2288683,2423993,5,1,1,0,0,0,3,0,Short Form Complaint,Risk 2 (Medium),Pass w/ Conditions,MCDONALD'S,41.74242082,-87.66309114,1,1,1
2288699,2535563,9,3,1,1,0,2,2,0,Canvass,Risk 1 (High),Fail,LA MICHOACANA,41.91693667,-87.73618498,1,1,0
2288672,2215973,3,0,0,0,0,0,3,0,License,Risk 1 (High),Pass,DIANA'S PLAYPEN OF LITTLE GENIUS'S,41.77993369,-87.68380601,1,1,1
2288678,1884826,2,0,0,0,0,1,1,0,Canvass,Risk 1 (High),Pass,PANADERIA AYUTLA,42.00843198,-87.67368384,1,1,1
2288720,2404773,7,3,1,0,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,TACOS EL TIO,41.90410488,-87.72092536,1,1,1
2288667,2590170,8,2,2,0,0,1,3,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,LIVE AND BELIEVE WELLNESS,41.72095369,-87.67346702,1,1,1
2288748,2203113,7,1,3,1,0,1,0,1,Complaint,Risk 2 (Medium),Fail,TEA GSCHWENDER,41.90362515,-87.6288209,0,0,0
2288711,2134588,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,MARGEAUX/ CAFE/EMPLOYEE CAFE,41.89983492,-87.62779917,1,1,1
2288730,2522168,4,1,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,BRITISH AIRWAYS-FIRST LOUNGE (T5-M11),42.0085364,-87.91442844,1,1,1
2288739,1937623,7,0,0,1,1,2,3,0,Complaint,Risk 1 (High),Pass,CHILI'S GRILL & BAR,41.67756731,-87.66584493,0,1,1
2288728,2412107,10,1,0,2,0,2,4,0,Complaint,Risk 1 (High),Fail,MINGHIN CUISINE RIVER NORTH,41.89166172,-87.62204474,1,0,0
2288708,1092597,8,2,1,1,0,1,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,THE SUBMARINE PIER,41.82014352,-87.69460124,1,1,1
2288712,2438002,7,3,1,1,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,MARISCOS LA GRULLA,41.85161473,-87.70875739,1,1,1
2288723,2506262,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,RANGOLI,41.9101999,-87.68812523,1,1,1
2288704,2192977,4,0,2,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,HUB 51/T5 M10,42.0085364,-87.91442844,1,1,1
2288707,2664694,0,0,0,0,0,0,0,0,License,Risk 1 (High),No Entry,TRIO,41.89783923,-87.63736478,0,0,3
2288744,6282,7,3,1,0,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,OAKWOOD '83,41.96135532,-87.67830516,1,1,1
2288674,2663961,2,0,0,0,0,0,2,0,License,Risk 1 (High),Pass,BLACKWOOD BBQ,41.87927284,-87.6341032,1,1,1
2288736,2246291,2,0,0,0,1,0,0,1,Canvass,Risk 1 (High),Fail,KIZIN CREOLE,42.01940787,-87.68821678,0,0,0
