license_,aka_name,latitude,longitude,avg_violations,times_inspected,binary_results,model_prediction,logistic_model_prediction
2437297,EN HAKKORE 2.0,41.90865391,-87.67454937,6,2,1,0,0
2384880,JENI'S SPLENDID ICE CREAMS,41.90888182,-87.67490269,5,1,1,0,0
2008948,Michael's On Main Cafe,41.9810632,-87.84567442,5,3,1,0,0
2452232,80 PROOF,41.90925562,-87.63479734,0.5,2,1,0,0
1649359,CORNER BAKERY CAFE,41.88814015,-87.62469579,6.333333333,3,1,0,0
2665316,11 DINING,41.9810632,-87.84567442,2.5,2,1,0,0
2636260,CABANA BAR,41.97680539,-87.83676096,8.666666667,3,1,0,0
2588904,LITTLE CREATIVE MINDS CHILD DEVELOPMENT CENTER,41.96112496,-87.72247677,2,1,1,0,0
2517632,HAROLDS CHICKEN,41.72087804,-87.67871272,12.5,2,1,0,0
2560926,THE DUGOUT / PRESS BOX,41.94735998,-87.65393245,21,1,1,0,0
2313831,KAWAYAN,41.96939422,-87.76188717,10,1,1,0,0
2374411,MASADA,41.92184348,-87.69747207,16,1,1,1,1
2564552,ALOHA POKE CO,41.89168852,-87.62430718,4,1,1,0,0
2215553,CHILDREN'S ACADEMY OF NORTH SHORE,42.00389026,-87.66068096,2.5,2,1,1,1
1695172,JIMMY JOHNS,41.93710272,-87.66486149,7,1,1,0,0
2584007,FUEL ZONE,41.76571748,-87.62034964,8,2,1,1,1
1249180,SUBWAY SANDWICHES,41.96810465,-87.73053778,4.5,2,1,0,0
1576954,FIESTA MAGICA,41.91723398,-87.72982496,2,2,1,0,0
2496522,HOTEL EMC2,41.89348297,-87.62193059,9,2,1,0,0
2442794,MI TIERRA SOUTH RESTAURANT,41.84545141,-87.70521429,7.5,4,1,0,0
2354185,MSI TRACK END,41.73874723,-87.63212023,6,1,1,0,0
30144,FRESH FARMS INTERNATIONAL,41.99773591,-87.69592888,10,1,1,0,0
2391883,TASTE OF PERU,42.00126001,-87.67155268,5,1,1,0,0
2424148,THE FIREPLACE INN,41.90897768,-87.63478912,2.5,2,2,0,0
2373553,CAFE L'APPETITO,41.94277375,-87.64465928,12,1,1,0,0
2452233,80 PROOF,41.90925562,-87.63479734,0.5,2,1,0,0
2074472,CUBBY BEAR LOUNGE,41.94708534,-87.65663783,12.5,2,1,0,0
2359657,7-ELEVEN #33758 C,41.70626785,-87.68256824,7,1,1,0,0
2575405,MORDECAI BROWN,41.94801635,-87.65733967,13,1,1,1,1
2663706,D'ANARDO'S PIZZA,41.7775098,-87.78514577,2,3,1,0,0
65747,LA SARDINE,41.88338938,-87.6530979,6,1,1,1,1
2452439,FIRESIDE TAVERN AND GRILL,41.98623081,-87.67454136,4.6,5,1,0,0
1647850,PLUSH PUP,41.97685089,-87.83676047,7,1,1,1,1
2511196,LA MICHOACANA,41.85644456,-87.66219444,9,1,1,0,0
2411560,GOGO FOOD MARKET,41.85694146,-87.72505491,8.666666667,3,2,2,2
2551501,ONWARD,42.00219176,-87.66091481,5,1,1,0,0
7559,DALLAS RESTAURANT,41.77748052,-87.79748332,8,1,1,1,1
2037056,TARGET,41.96334428,-87.65632107,2.8,5,2,0,0
2560306,FIRST STEP LEARNING DAYCARE,41.76439832,-87.69481745,1,1,1,0,0
2664696,"PILSEN'S ITALIAN ICE, INC.",41.8578549,-87.65576067,3,3,1,0,0
1305825,D'AGOSTINO'S II,41.89558431,-87.65538895,7.5,2,1,0,0
2570167,BEN'S NOODLES & RICE,41.98351971,-87.65963856,2,1,1,0,0
1740805,STARBUCKS COFFEE #10905,41.70645424,-87.67053217,3,1,1,0,0
2658510,11 DINING,41.87409301,-87.66925602,2,3,2,0,0
2652783,TACO BELL,41.99989387,-87.66083728,0,2,1,1,1
2609443,JIMMYS BEST MIXED GRILL,41.70721036,-87.62835881,5.666666667,3,2,0,0
1226337,JEWEL FOOD STORE #3368,41.89242137,-87.62823487,7,1,1,0,0
1579774,AFC SUSHI,41.89242137,-87.62823487,0.5,2,1,1,1
2204045,"CONE, LLC",41.88156707,-87.65401752,7,2,1,0,0
1194239,WINDY CITY POULTRY,41.80985073,-87.70389682,5,3,2,0,0
2026847,HAYMARKET PUB & BREWERY,41.88429952,-87.64721332,7,1,1,0,0
1245246,BARI,41.89121012,-87.65556024,7.5,2,2,0,0
2379063,JOLLY TROLLEY ACADEMY INC.,41.72077653,-87.65099571,1.5,2,1,0,0
2564395,LA MEJIKANA,41.85711757,-87.66627432,1,2,1,0,0
853,R J GRUNTS,41.92003078,-87.63654555,6,1,1,0,0
2570145,Collaboration Cafe,41.98119839,-87.83723872,8,1,1,1,1
1447363,SERGIO'S TAQUERIA PIZZA,41.98293319,-87.71098225,7,1,1,0,0
2646954,TOUS LES JOURS,41.9033962,-87.67113331,3,1,1,0,0
1937407,LENA'S PIZZA,41.77780768,-87.76867153,6,1,1,0,0
2060219,UNION SUSHI AND BARBEQUE BAR,41.89408272,-87.63548271,7,1,1,0,0
1473514,NORI SUSHI & NOODLE SHOP,41.9980635,-87.66197773,8,2,2,0,0
2202891,ROZANA,41.99327149,-87.71229906,8,2,2,0,0
2622080,COASTLINE CATERING,41.85045102,-87.65879786,2,1,1,0,0
1384031,MAC ARTHUR'S,41.88041,-87.76070578,7,2,2,0,0
2428612,POLLERIA SALTO,41.85212405,-87.67189487,5,3,2,0,0
1595947,DRAGON GATE,42.00073293,-87.67166629,5,2,1,0,0
1332365,TACO & BURRITO HOUSE,41.9249182,-87.76617144,7.333333333,3,2,0,0
2609679,SAN SOO KOREAN BBQ,41.88915335,-87.64427854,0,2,1,0,0
2368662,CHIEF O'NEILLS PUB AND RESTAURANT,41.94431195,-87.70525482,4,3,1,2,2
2627506,ESAM GROCERY,41.8254337,-87.64125253,0.5,4,2,0,0
39707,Yango's Grill,41.93398141,-87.6442622,15.5,2,2,0,0
2658221,"ALLEY COFFEE,LLC",41.86953213,-87.65634542,5,2,1,0,0
2583527,"KARAM GRILL,INC",41.96990105,-87.70837118,8.5,2,1,0,0
1675002,DUNKIN DONUTS/BASKIN ROBBINS,41.97591106,-87.78772272,8,1,1,0,0
19012,COMMONS-EMPLOYEE CAFE,41.8972544,-87.63286836,3,1,1,0,0
1933908,MIDWEST,41.76510261,-87.67368737,10.5,2,1,0,0
1998221,HARRY CARAY'S TAVERN NAVY PIER,41.89224916,-87.60951805,3,1,1,0,0
12475,WILD GOOSE BAR & GRILL,41.95958202,-87.68239844,6.5,2,2,2,1
3866,UPTOWN PIZZA & BQ,41.9653066,-87.65611797,12,1,1,0,0
2021367,ANMOL RESTAURANT,41.9976283,-87.7020184,8,2,1,1,1
2358717,FORNO ROSSO ON RANDOLPH,41.88440111,-87.65403141,2,1,1,0,0
2663700,TACOS Y TAMALES EL POLLO,41.84435645,-87.72520459,3.666666667,3,2,0,0
2164139,WESTERN POULTRY,41.8546862,-87.6855615,6,1,1,1,1
1477297,CONGAS,41.98020524,-87.80331569,2,2,1,0,0
2584063,SAN SOO KOREAN BBQ,41.88915335,-87.64427854,8,2,1,0,0
4429,KAMDAR PLAZA,41.9977219,-87.6966411,7,1,1,0,0
2404920,WRIGLEYVILLE ROOFTOPS,41.94834185,-87.65421575,9,1,1,0,0
2665287,PALETERIA Y NEVERIA LA MICHOACANA FRESA,41.7841587,-87.72306119,0.5,2,1,1,1
19013,STUDENT DINING ROOM,41.8972544,-87.63286836,5,1,1,1,1
2622945,SEBASTIAN'S COFFEE & BAKERY,42.00386866,-87.67275339,10,1,1,1,1
1301176,TAQUERIA MORAN,41.92250426,-87.69749596,9,2,1,0,0
2314597,FERMIN'S POULTRY INC,41.78498088,-87.7230814,4,3,1,0,0
2579064,FIRENZE- ITALIAN STREET FOOD,41.88418751,-87.64111967,7,1,1,0,0
2308923,LA QUEBRADA #5,41.77883224,-87.71858977,18,1,1,0,0
2042000,SUPERMERCADO GUERRERO,41.85190837,-87.70287599,4,2,2,0,0
37527,FLAMINGO BAR & GRILL,41.89198012,-87.61616593,12,1,1,0,0
1514780,EL GUANACO 2,41.92226642,-87.78461492,1.333333333,3,1,1,2
1963599,MARISCO EL VENENO #2 CORP.,41.76854144,-87.72235766,11,1,1,0,0
1620442,MAXWELL STREET GRILL,41.75150375,-87.58543744,9,1,1,1,1
1441906,INDIO COCINA MEXICANA,41.77878424,-87.72157517,9,1,1,0,0
1821658,LOGAN'S,41.92263191,-87.69749997,18,2,1,0,0
2663673,THE POWERHOUSE RESTAURANT CO.,41.85382723,-87.62695799,5,1,1,0,0
2665158,HOMESTYLE TASTE,41.83604277,-87.64608296,5,1,1,0,0
2059545,PANDA EXPRESS,41.89168852,-87.62430718,5,1,1,0,0
2483180,JOE'S COFFEE,41.8972544,-87.63286836,2,1,1,0,0
2636216,CJ'S CHICKEN,41.87766465,-87.68619648,3.75,4,1,0,0
68790,BARNES & NOBLE BOOKSELLERS#2922,41.90274617,-87.62861376,3,2,1,1,1
2653260,BLACK EAGLE CLUB,41.95427796,-87.67788273,12,2,1,0,0
2470637,ROSA ISELA TACOS Y MAS,41.92475132,-87.69180095,12.5,2,2,0,0
2378966,"EL POLLO GRILL, INC.",41.83938905,-87.72427111,6,1,1,0,0
2642165,CHEF XIONG,41.85340917,-87.63341849,8,2,1,0,0
2653259,BLACK EAGLE CLUB,41.95427796,-87.67788273,0,2,1,0,0
2665354,SUBWAY,41.9626485,-87.65587661,0,1,1,0,0
1144900,J J FISH & CHICKEN,41.81645555,-87.62132348,9,2,2,0,0
2385997,WRIGLYEVILLE ROOFTOPS,41.94839767,-87.65421742,9,1,1,0,0
2385581,TACO IN A BAG,41.9650523,-87.6860492,16,1,1,1,1
37611,TOMMY'S ON HIGGINS,41.98016396,-87.80207994,10,1,1,0,0
1959149,TRIPLE CROWN RESTAURANT,41.8524332,-87.63185724,5,2,2,0,0
1492585,LARK,41.94487707,-87.64926679,4.333333333,3,1,0,0
2589519,ALL THAT JAZZ INC.,41.67744008,-87.68085181,3,2,2,0,0
1975087,YOLK,41.89613188,-87.63404147,3,1,1,0,0
2647897,PHILZ COFFEE,41.90342906,-87.66912961,2.666666667,3,2,1,1
2617212,PLAYAS NAYARITAS 2,41.92067663,-87.77563027,6,1,1,0,0
2493313,MR. QUILES MEXICAN FOOD,41.85045102,-87.65879786,3,1,1,0,0
2215858,FIRST START CHILDCARE ACADEMY,41.79029497,-87.664635,2.666666667,3,2,2,2
2384872,THE BRIDGE CAFE,41.88740216,-87.7070856,2,1,1,1,1
2646924,DUNKIN DONUTS,41.92527648,-87.65303527,2.5,2,1,0,0
2134087,TAQUERIA EL MOLINO,41.83678252,-87.72369457,9,1,1,0,0
32672,TRIOS PIZZA,41.98009468,-87.80279633,2,2,1,0,0
2313773,CHINESE KITCHEN AND SUSHI,41.83827011,-87.63746078,4.666666667,3,2,1,2
2551449,JULIA'S CAFE,41.88065415,-87.72273803,0,1,1,0,0
2334077,CHINO LATINO KITCHEN,41.94328755,-87.68161181,3.666666667,3,1,0,0
2358587,FRESHII,41.88463208,-87.62224799,10.5,2,2,0,0
2657719,BROASTED CHICKEN ROYALE,41.96777985,-87.77598087,9,2,1,0,0
2609443,JIMMYS BEST MIXED GRILL,41.70721036,-87.62835881,5.666666667,3,2,0,0
2369189,PEARL'S SOUTHERN  COMFORT,41.97970752,-87.66010746,9,1,1,0,0
2664661,TEXAS TACO,41.9103661,-87.69310771,13.5,2,2,0,0
2665211,4 CAMINOS RESTAURANT,41.91183056,-87.7262474,4,2,1,2,1
86092,BELLA LUNA CAFE,41.89577351,-87.62961054,6,1,1,0,0
1249180,SUBWAY SANDWICHES,41.96810465,-87.73053778,4.5,2,2,0,0
41980,LAWRY'S,41.89342615,-87.62536202,9.5,2,2,0,0
2496504,54 FOOD & LIQUOR,41.79599727,-87.64534767,6.5,2,2,0,0
2535563,LA MICHOACANA,41.91693667,-87.73618498,6,2,1,0,0
2652665,WINGSTOP,41.99402794,-87.71352801,3.666666667,3,1,1,1
21793,OLD COUNTRY BUFFET,41.9237502,-87.78988086,6,2,1,0,0
32536,DUNKIN DONUTS,41.95382542,-87.70563414,2,1,1,0,0
1969419,THE BOILER ROOM,41.92202353,-87.69747725,7.75,4,1,0,0
2379693,BREAKTHROUGH BEGINNERS,41.88740216,-87.7070856,1,1,1,0,0
2289648,RESTAURANTE EL COMALITO,41.92265069,-87.68771967,14,1,1,0,0
2289423,JIN ASIAN CAFE,41.93976839,-87.65622072,13,2,1,0,0
2469872,SUBWAY RESTAURANT,41.91693929,-87.73594733,4,1,1,1,1
2549925,THE LITE,41.79533443,-87.58427242,4.5,2,1,0,0
2129639,EGGYS,41.88539005,-87.61898671,6,2,1,1,1
19862,HUMBLE BAR & LOUNGE,41.91027801,-87.70294853,5.4,5,2,1,2
2262479,LIFEWAY,41.88743405,-87.68184949,1,1,1,0,0
2616863,LEONA'S RESTAURANT AND PIZZA,41.95189755,-87.716314,2.666666667,3,2,0,0
2397411,TAQUERIA VARGAS,42.01183695,-87.6998702,2,1,1,0,0
2664943,KRISPY KRUNCHY,41.81639583,-87.62641289,1.666666667,3,2,0,0
2653227,HUNTINGTON BANK PAVILION AT NORTHERLY ISLAND,41.86631006,-87.61027015,9,3,1,2,2
2523266,STREET VENDORS ASSOCIATION OF CHICAGO,41.85905848,-87.71741663,1.333333333,3,1,1,1
2670223,EXTREME BOUNCE HOUSE INFLATABLES,41.88743405,-87.68184949,3,1,1,1,1
1197794,MILK & HONEY CAFE,41.90332716,-87.67566894,8,1,1,0,0
2663992,THE TEA POST,41.85045102,-87.65879786,5.5,2,2,0,0
2665080,LA MICHOACANA DON CHUY,42.01067549,-87.67416668,2.5,2,1,0,0
1959029,"M K POULTRY, INC.",41.80118128,-87.68918531,7.5,2,2,0,0
2207509,VICTORY CENTER OF GALEWOOD,41.923277,-87.79721089,3.5,2,1,0,0
2224745,GARFIELD APARTMENTS,41.87459484,-87.71813629,0,1,1,1,1
2601744,KIDS + COMPANY,41.88669474,-87.6450336,3,1,1,0,0
1194239,WINDY CITY POULTRY,41.80985073,-87.70389682,5,3,2,0,0
1227055,SEE THRU CHINESE RESTAURANT,41.89561531,-87.70670533,4.666666667,3,1,0,0
2464526,UNITED CLUB (T2/F9),42.0085364,-87.91442844,2.5,2,1,0,0
2564648,POLARIS CLUB (T1-C18),42.0085364,-87.91442844,2,1,1,1,1
1963511,THE DINING ROOM,41.89896533,-87.64809026,2,1,1,0,0
2556034,TAQUERIA EL PATRON,41.85164289,-87.70640811,6,4,2,0,0
2261769,CHENG CHOPSTICKS,41.91753133,-87.70461979,10.25,4,1,0,0
2608522,THE MOTEL BAR,41.89658519,-87.64299618,2,1,1,0,0
1380221,BUFFALO JOE'S ON HOWARD,42.01931744,-87.67734232,18,2,1,0,0
45693,EL TACO VELOZ TAQUERIA,41.89589266,-87.67156245,12,1,1,0,0
2600421,SILVER PLATE,41.94235084,-87.68840179,0,1,1,0,0
2256546,GIORDANO'S,41.89576985,-87.62562856,2,1,1,0,0
6275,ALLIANCE POULTRY FARM MKT INC,41.89616061,-87.66866281,15,1,1,0,0
1513905,ANNA MARIA PASTERIA,41.96170077,-87.66612372,5,1,1,0,0
2551169,FRESH OFF THE GRILL,41.85045102,-87.65879786,2,2,2,1,1
2658170,HYATT HOUSE,41.8831765,-87.65542538,0,2,1,0,0
36194,MEE MAH,41.99022936,-87.72992362,12,1,1,0,0
2541926,METROPOLITAN WATER RECLAMATION,41.89422885,-87.62538476,7.5,2,2,0,0
2588759,DAILY GRIND,41.89896533,-87.64809026,0,1,1,0,0
34305,LE BOUCHON,41.91764756,-87.6777646,19.5,2,1,0,0
2630701,TACO BELL,41.92584867,-87.64048642,3,1,1,1,1
2483064,DOMINO'S,41.89561531,-87.70670533,4,1,1,1,1
2215823,ALLISON'S INFANT & TODDLER CENTER,41.68549638,-87.61665735,4.75,4,1,0,0
2353982,FISHER APARTMENT (GOLDEN DINER),41.98765563,-87.66004573,1.5,2,2,2,1
2665349,GORDITAS MARIA INC.,41.76422878,-87.72056118,7,1,1,1,1
2246291,KIZIN CREOLE,42.01940787,-87.68821678,1,2,1,0,0
2560834,SLICE FACTORY,41.84432192,-87.71127366,3,2,2,0,0
2646290,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,0,2,1,0,0
2197158,SUBWAY,41.78684979,-87.66480141,0.666666667,3,2,1,2
2442373,PITA HEAVEN,41.86607359,-87.62426767,7.666666667,3,1,0,0
2209564,WINDSOR PARK NURSING AND LIVING,41.75923094,-87.55959822,3.666666667,3,1,0,0
15259,PERYAM & KROLL RESEARCH CORP,41.99586185,-87.80793148,4,1,1,0,0
2600420,SILVER PLATE,41.94235084,-87.68840179,4,1,1,0,0
2588763,NLU CULINARY SCHOOL KITCHEN CLASSROOMS,41.89896533,-87.64809026,3,1,1,0,0
3732,NOTTOLI ITALIAN FOODS,41.97262352,-87.80693084,5,2,1,2,1
2464521,UNITED CLUB (T1-C16),42.0085364,-87.91442844,1,1,1,0,0
2670323,NUMERO UNO SUPERMERCADO,41.93201994,-87.71725849,5,1,1,0,0
2665159,BYTE CAFE,41.89658519,-87.64299618,0,1,1,0,0
0,ST. GENEVIEVE CHURCH,41.92596957,-87.74779946,5.083333333,24,2,0,0
1823092,BILL'S PLACE RESTUARANT,41.90240592,-87.73601802,6,1,1,0,0
2653014,MIDDLE BROW,41.91759015,-87.69874924,0,1,1,0,0
2411859,RAISU JAPANESE FINE DINING,41.95406,-87.70306843,5,3,2,0,0
2307779,DOC B'S,41.89159074,-87.62586714,5,2,1,0,0
2664003,CHENG CHOPSTICKS,41.91753133,-87.70461979,1.5,2,1,0,0
82227,CHICAGO LIVE POULTRY,41.99838462,-87.689757,2,2,2,2,1
2328402,WINGSTOP,41.67759107,-87.664479,4,1,1,0,0
2483035,CHOPOCHICKEN,41.92706675,-87.64152968,10,1,1,1,1
2646289,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,0,2,1,0,0
2646288,MEI'S ASIAN SMALL PLATS & DUMPLINGS,41.86918149,-87.62572552,1.5,2,1,0,0
2588762,NLU CAFETERIA,41.89896533,-87.64809026,7,1,1,0,0
2664102,HYATT HOUSE,41.8831765,-87.65542538,0,2,1,0,0
2665378,PURE LIFE,41.77977851,-87.70357997,4,1,1,0,0
2088695,Outback Steakhouse,41.98531807,-87.82981838,8.5,2,2,0,0
2549349,PUNCH BOWL SOCIAL,41.88719206,-87.64882807,4.5,2,1,1,1
1254,DINO'S PIZZA,41.98026875,-87.80254235,6,1,1,0,0
2583344,MIDDLE BROW,41.91759015,-87.69874924,5,3,1,0,0
2665374,EXTREMA NUTRICION,41.7933589,-87.70670679,4,1,1,0,0
1908500,GARIBAY POULTRY,41.85368771,-87.69565175,4,1,1,0,0
2298369,MORETTI'S,42.00273166,-87.81768655,9,2,1,0,0
2665008,,41.78333925,-87.68390047,5.5,2,2,0,0
1096007,"LET'S GET POPPIN, INC.",41.67919891,-87.6809084,7.333333333,3,1,0,0
1817627,EL BURRITO FELIZ RESTAURANT,41.85164601,-87.70613515,6,1,1,0,0
75382,GOLDEN CRUST PIZZERIA,41.96535308,-87.70852523,13.5,2,2,0,0
2298672,PINSTRIPES,41.89096573,-87.61634773,8,1,1,0,0
2506138,CAPITOL one-cafe,41.90931377,-87.64750168,1,1,1,0,0
2373905,MIKU SUSHI,41.96356636,-87.68541102,10.66666667,3,1,0,0
2642165,CHEF XIONG,41.85340917,-87.63341849,8,2,2,0,0
2595423,LIMITLESS COFFEE & TEA,41.89460976,-87.63400082,4,1,1,0,0
1351984,HIGHWAY HOUSE,41.98413691,-87.78419746,11.66666667,3,1,0,0
2252731,EYES ON THE FUTURE,42.00855801,-87.67518203,7,1,1,0,0
2658842,CHICAGO HELICOPTER EXPERIENCE,41.84861331,-87.6466433,3.5,2,1,0,0
2665373,BUEN SABOR CO.,41.93925593,-87.70226968,5.5,2,2,0,0
2623062,NINE ONE ONE BBQ SHACK LLC,41.69180835,-87.68988526,5,1,1,0,0
1675659,R PUBLIC HOUSE,42.01615267,-87.66856404,10.5,2,2,0,0
2663952,FLAMES JAMICAN JERK,41.72197424,-87.61577947,4,3,1,0,0
1332927,MCDONALD'S,41.85212453,-87.68728216,2,1,1,0,0
2665063,PITA HEAVEN OF CHICAGO,41.86607359,-87.62426767,2,1,1,0,0
2590022,CAFE 1850,41.86690584,-87.67331592,1.5,2,1,1,1
2658219,CASATI'S,41.92568726,-87.64095824,0,1,1,0,0
1042390,THE DRUM & MONKEY,41.86920687,-87.66308737,8,1,1,0,0
2658169,HYATT HOUSE,41.8831765,-87.65542538,6.5,2,1,0,0
2134050,LA AZTECA PRODUCE,42.01096295,-87.67421466,12,2,1,0,0
2664968,FOOD TOWN,41.96185845,-87.6521824,5,3,2,0,0
1357411,10 PIN  BOWLING LOUNGE,41.88836103,-87.62817961,11,1,1,0,0
2231880,Uncle Julio's Hacienda,41.91077497,-87.65046085,8,1,1,0,0
2164154,EL BURRITO MEXICANO,41.94737034,-87.65335653,17,1,1,1,1
1495140,MARIE'S BAKERY,41.92441052,-87.72379181,7.666666667,3,1,1,1
2119915,CAI,41.85433395,-87.63204756,12,1,1,0,0
2084336,NATIVE FOODS CAFE,41.90887113,-87.67533742,3,1,1,0,0
1069788,METHODIST HOSPITAL OF CHICAGO,41.97325401,-87.67099339,2.333333333,3,1,0,0
69016,GEORGIS CATERING,41.77692357,-87.76153685,11.5,2,1,0,0
2658730,"MIKEE'S 1-2-3, INC.",41.85779542,-87.65945227,0.5,2,1,1,1
1768647,JIMMY JOHN'S CLARK,41.88265087,-87.63105264,8,1,1,0,0
31037,"ITALIAN FIESTA PIZZERIA, INC",41.76594474,-87.57802589,8,1,1,0,0
2320481,JOE'S CARNICERIA INC.,41.8462971,-87.71591643,7.333333333,3,2,0,0
2560899,FALAFEL & GRILL,41.90570563,-87.66992733,9.5,2,2,0,0
2125165,LUIGI'S PIZZA,41.88076974,-87.7311561,7.666666667,3,1,0,0
2594955,BETO'S PIZZERIA,41.96827376,-87.71503901,6.5,2,1,0,0
85114,KOVALA BAKERY,41.98697175,-87.77824042,10.5,2,1,0,0
2246914,ESPRESSAMENTE ILLY/CITYFRONT CAFE,41.89000134,-87.62143869,9.5,2,1,0,0
25026,DI DI RAMINOV SHOW,41.93848548,-87.78187631,2.5,2,1,1,1
1953695,CINCO ESTRELLAS,41.78646851,-87.69646343,9.5,2,2,0,0
2314247,THE ROOST,41.95420874,-87.66684726,10,3,1,1,1
2565135,D ARCO'S PIZZA,41.77899474,-87.69421036,3,6,1,0,0
2031862,SULTAN'S MARKET,41.91033293,-87.67971585,18,1,1,0,0
1716772,"WING HO 128,INC.",41.84561065,-87.63361296,6,2,2,0,0
73379,TRINITY PUB CHICAGO,41.98904253,-87.79297938,12,1,1,0,0
2595673,STAX CAFE,41.89173287,-87.64865419,6.5,2,2,0,0
2570340,WINGSTOP,41.99171164,-87.66046662,3,1,1,0,0
2451675,JR'S JAMAICAN TROPICAL CAFE,41.74815354,-87.66352655,4.5,2,1,0,0
2060545,DIVA RESTAURANT,41.94674201,-87.64961475,3.75,4,1,0,0
1299745,ANGELA'S BURRITO STYLE,41.92918048,-87.64276898,8,1,1,0,0
2608631,"SAUCY PORK HYDE PARK, LLC.",41.79517141,-87.59701708,1,1,1,0,0
2060126,DEL SEOUL,41.92944796,-87.64292489,13,1,1,1,1
2609256,LA MICHOACANA Y MAS,41.79218061,-87.79606223,7,1,1,0,0
2027332,SKY LAKE CHINESE KITCHEN,41.69265703,-87.62623926,8.5,2,2,0,0
1618660,HAPPY FOODS,42.00439926,-87.81848576,18,2,1,0,0
1299537,GALLERIA MARKET,41.89566277,-87.63722071,8,1,1,0,0
2583178,POKE POKE,41.88186603,-87.63106647,5,2,1,0,0
2390917,WHOLE FOODS SUSHI COUNTER,41.99118175,-87.66015508,3,1,1,0,0
1772459,FRANCISCO POLLO VIVO,41.82525518,-87.66572757,9.5,2,2,0,0
1223576,LORETTO HOSPITAL,41.87208577,-87.76443035,2,1,1,0,0
2452160,PINE STREET KITCHEN,41.88935425,-87.62410246,5,1,1,0,0
2215682,NORTH ELSTON KINDERCARE,41.95145043,-87.71566192,3,1,1,0,0
2637127,CREPE HOUSE CAFE,41.97234928,-87.74682509,8,2,2,0,0
2665069,KLEIN'S BAKERY  & CAFE II,41.93300099,-87.64033769,2,2,1,0,0
2595758,MESON DEL TACO EXPRESS,41.93803297,-87.8172596,8,1,1,0,0
2384925,DUNKIN DONUTS,41.72113428,-87.66019156,8.5,2,1,0,0
1816833,7-ELEVEN,41.87654385,-87.64847222,5,1,1,0,0
1984969,SUNDA,41.89092422,-87.63161779,4,1,1,1,1
2269757,THE FIELD BISTRO/CATERING EAST & WEST,41.86403564,-87.61929707,17.33333333,3,2,2,2
1047168,GAGE PARK CITGO & FOOD MART,41.78629601,-87.69365183,12,1,1,1,1
54665,THAI BOWL,41.86936687,-87.65307781,8.333333333,3,2,0,0
2262202,DCHILE,41.8443173,-87.71161125,2.5,2,1,0,0
2261769,CHENG CHOPSTICKS,41.91753133,-87.70461979,10.25,4,2,0,0
2663833,87TH STREET JERK,41.73586034,-87.66601509,7,2,2,0,0
48472,FILONEK'S,41.99418953,-87.78468949,9,1,1,0,0
2470418,1492 CUBAN FUSION INC,41.91015015,-87.69271466,18.75,4,1,0,0
2252238,POPCORN ENTERTAINMENT,41.8552817,-87.63199264,7,1,1,0,0
2048920,UPTOWN SHOP & SAVE,41.96558352,-87.65464343,10,2,1,0,0
2488988,SUBWAY,41.8887416,-87.63236505,2.5,2,1,0,0
9567,COLLETTI'S RESTAURANT,41.98498822,-87.76815296,15,1,1,0,0
2559602,ROTI MODERN MEDITERRANEAN,41.91094876,-87.65315955,6,1,1,0,0
2664063,ANTHONY'S DINER,41.94522591,-87.81607438,2.666666667,3,1,0,0
2665328,ROSCOE VILLAGE TREATS,41.94310312,-87.67884488,6,1,1,1,1
2646923,DUNKIN DONUTS,41.91061185,-87.67650857,5,1,1,1,1
2125555,LA VINA DEL MAR,41.77801726,-87.76911798,6,1,1,0,0
2412107,MINGHIN CUISINE RIVER NORTH,41.89166172,-87.62204474,8.5,2,1,0,0
2641282,VICKY'S BREASFAST,41.69024629,-87.62116787,9.5,2,2,0,0
1495003,ESSENCE OF INDIA,41.96499709,-87.68601382,8,1,1,1,1
2152960,EN LAI ASIAN GRILL,41.99219146,-87.66048377,1,1,1,1,1
2464662,CHINA DRAGON RESTAURANT,41.85762701,-87.67020682,4.333333333,3,1,0,0
2204616,LORETTO HOSPITAL,41.87208577,-87.76443035,2,1,1,0,0
2020848,DUNKIN DONUTS,41.88186603,-87.63106647,6,1,1,1,1
2658537,D CUISINE,41.93203023,-87.64451901,3,3,1,0,0
1954065,ADEN POULTRY,41.96843119,-87.69752624,7,2,2,0,0
1743204,EMBASSY SUITES,41.89250117,-87.62824274,3,1,1,0,0
2008639,YIN DEE RESTAURANT,41.94701622,-87.67499843,5,2,2,0,0
2017995,Subway Sandwiches,41.87805084,-87.64765376,2.25,4,1,1,1
80545,CALIFORNIA PIZZA KITCHEN,41.89261958,-87.6260733,10,1,1,0,0
2270795,FRANCES W PARKER SCHOOL,41.92208685,-87.63772276,4,1,1,0,0
2384914,DEVON ZABIHA MARKET,41.99740137,-87.70238538,13,1,1,0,0
2379360,ANMOL,41.99745803,-87.69921491,9,1,1,0,0
2664621,PETE'S GRILL,42.01920331,-87.67357924,5.5,2,1,0,0
1926528,ROCKY MOUNTAIN CHOCOLATE FACTORY (T1 B14),42.0085364,-87.91442844,3,1,1,0,0
2501418,BEYOND DAYCARE CENTER,41.96019637,-87.78025475,3,1,1,1,1
1091817,MURPHY ROOFTOP COMPANY,41.94867682,-87.65422576,3,1,1,0,0
